Gene stable ID version,Rat gene stable ID,Mouse gene stable ID
ENSG00000105707.15,ENSRNOG00000021097,ENSMUSG00000001249
ENSG00000170469.11,ENSRNOG00000019976,ENSMUSG00000024352
ENSG00000165355.8,ENSRNOG00000005285,ENSMUSG00000035329
ENSG00000164746.14,ENSRNOG00000037632,ENSMUSG00000040978
ENSG00000186166.9,ENSRNOG00000012137,ENSMUSG00000043923
ENSG00000188368.11,ENSRNOG00000043154,ENSMUSG00000058741
ENSG00000175857.9,ENSRNOG00000026989,ENSMUSG00000046006
ENSG00000158683.10,ENSRNOG00000004865,ENSMUSG00000046634
ENSG00000061492.12,ENSRNOG00000020157,ENSMUSG00000012282
ENSG00000092148.14,ENSRNOG00000006905,ENSMUSG00000035247
ENSG00000112981.5,ENSRNOG00000020118,ENSMUSG00000035984
ENSG00000163687.14,ENSRNOG00000009291,ENSMUSG00000025279
ENSG00000141579.7,ENSRNOG00000046482,ENSMUSG00000039238
ENSG00000031003.11,ENSRNOG00000020384,ENSMUSG00000036501
ENSG00000176845.13,ENSRNOG00000046202,ENSMUSG00000039208
ENSG00000196655.12,ENSRNOG00000011904,ENSMUSG00000032112
ENSG00000163686.15,ENSRNOG00000008167,ENSMUSG00000025277
ENSG00000267060.7,ENSRNOG00000050347,ENSMUSG00000097487
ENSG00000212027.3,ENSRNOG00000036562,ENSMUSG00000076269
ENSG00000188396.4,ENSRNOG00000018463,ENSMUSG00000047671
ENSG00000129691.16,ENSRNOG00000014875,ENSMUSG00000031575
ENSG00000187969.6,ENSRNOG00000002923,ENSMUSG00000031330
ENSG00000260001.7,ENSRNOG00000050573,ENSMUSG00000089736
ENSG00000015153.15,ENSRNOG00000004773,ENSMUSG00000022634
ENSG00000261949.7,ENSRNOG00000047401,ENSMUSG00000095276
ENSG00000179284.6,ENSRNOG00000033368,ENSMUSG00000053226
ENSG00000204463.14,ENSRNOG00000000851,ENSMUSG00000024392
ENSG00000094661.3,ENSRNOG00000007348,ENSMUSG00000071185
ENSG00000082482.14,ENSRNOG00000002653,ENSMUSG00000037624
ENSG00000180448.11,ENSRNOG00000013220,ENSMUSG00000035697
ENSG00000005882.12,ENSRNOG00000004172,ENSMUSG00000038967
ENSG00000158517.16,ENSRNOG00000001480,ENSMUSG00000015950
ENSG00000168297.16,ENSRNOG00000008024,ENSMUSG00000033885
ENSG00000172375.14,ENSRNOG00000009719,ENSMUSG00000032120
ENSG00000164347.18,ENSRNOG00000025285,ENSMUSG00000021666
ENSG00000164944.12,ENSRNOG00000014664,ENSMUSG00000040720
ENSG00000188037.14,ENSRNOG00000016917,ENSMUSG00000029862
ENSG00000116747.13,ENSRNOG00000003434,ENSMUSG00000018199
ENSG00000167100.15,ENSRNOG00000004155,ENSMUSG00000047181
ENSG00000168884.15,ENSRNOG00000013805,ENSMUSG00000059866
ENSG00000172273.13,ENSRNOG00000009499,ENSMUSG00000032119
ENSG00000160113.6,ENSRNOG00000016892,ENSMUSG00000002393
ENSG00000087266.17,ENSRNOG00000013747,ENSMUSG00000054520
ENSG00000105619.14,ENSRNOG00000056098,ENSMUSG00000006335
ENSG00000108819.11,ENSRNOG00000052113,ENSMUSG00000038976
ENSG00000104413.18,ENSRNOG00000008184,ENSMUSG00000040728
ENSG00000101974.15,ENSRNOG00000003472,ENSMUSG00000062949
ENSG00000106263.19,ENSRNOG00000001253,ENSMUSG00000056076
ENSG00000108821.14,ENSRNOG00000003897,ENSMUSG00000001506
ENSG00000181781.10,ENSRNOG00000008199,ENSMUSG00000035963
ENSG00000172350.10,ENSRNOG00000008862,ENSMUSG00000032131
ENSG00000130202.10,ENSRNOG00000018730,ENSMUSG00000062300
ENSG00000115053.17,ENSRNOG00000018273,ENSMUSG00000026234
ENSG00000166170.12,ENSRNOG00000058841,ENSMUSG00000049792
ENSG00000126214.22,ENSRNOG00000011572,ENSMUSG00000021288
ENSG00000130204.13,ENSRNOG00000018556,ENSMUSG00000002984
ENSG00000134207.17,ENSRNOG00000019163,ENSMUSG00000027849
ENSG00000198780.13,ENSRNOG00000016505,ENSMUSG00000041817
ENSG00000183578.8,ENSRNOG00000024230,ENSMUSG00000074345
ENSG00000172367.16,ENSRNOG00000008526,ENSMUSG00000032105
ENSG00000137869.16,ENSRNOG00000000196,ENSMUSG00000032274
ENSG00000163467.12,ENSRNOG00000037552,ENSMUSG00000010538
ENSG00000268223.7,ENSRNOG00000025590,ENSMUSG00000073568
ENSG00000106009.16,ENSRNOG00000001236,ENSMUSG00000000148
ENSG00000019582.17,ENSRNOG00000018735,ENSMUSG00000024610
ENSG00000130203.10,ENSRNOG00000018454,ENSMUSG00000002985
ENSG00000243710.8,ENSRNOG00000007037,ENSMUSG00000028730
ENSG00000128564.8,ENSRNOG00000001416,ENSMUSG00000037428
ENSG00000005108.17,ENSRNOG00000030151,ENSMUSG00000032625
ENSG00000087274.19,ENSRNOG00000013039,ENSMUSG00000029106
ENSG00000139168.9,ENSRNOG00000004996,ENSMUSG00000022635
ENSG00000205279.9,ENSRNOG00000022957,ENSMUSG00000069372
ENSG00000015532.10,ENSRNOG00000003728,ENSMUSG00000020868
ENSG00000213347.11,ENSRNOG00000070523,ENSMUSG00000021485
ENSG00000076706.17,ENSRNOG00000007726,ENSMUSG00000032135
ENSG00000178602.8,ENSRNOG00000016567,ENSMUSG00000044055
ENSG00000146809.14,ENSRNOG00000006365,ENSMUSG00000029685
ENSG00000267467.4,ENSRNOG00000018405,ENSMUSG00000074336
ENSG00000124313.19,ENSRNOG00000058975,ENSMUSG00000041115
ENSG00000234906.11,ENSRNOG00000018402,ENSMUSG00000002992
ENSG00000010295.20,ENSRNOG00000018533,ENSMUSG00000038271
ENSG00000156162.16,ENSRNOG00000025416,ENSMUSG00000045205
ENSG00000164651.18,ENSRNOG00000068174,ENSMUSG00000048562
ENSG00000104853.16,ENSRNOG00000018255,ENSMUSG00000002981
ENSG00000108826.16,ENSRNOG00000003724,ENSMUSG00000024414
ENSG00000155506.19,ENSRNOG00000031544,ENSMUSG00000037331
ENSG00000117395.13,ENSRNOG00000045760,ENSMUSG00000028729
ENSG00000048405.11,ENSRNOG00000007662,ENSMUSG00000039841
ENSG00000154920.15,ENSRNOG00000024420,ENSMUSG00000039055
ENSG00000116874.12,ENSRNOG00000019508,ENSMUSG00000004233
ENSG00000065600.13,ENSRNOG00000003915,ENSMUSG00000026627
ENSG00000173020.11,ENSRNOG00000018985,ENSMUSG00000024858
ENSG00000092531.10,ENSRNOG00000050552,ENSMUSG00000027287
ENSG00000009780.16,ENSRNOG00000011254,ENSMUSG00000028878
ENSG00000108829.10,ENSRNOG00000003524,ENSMUSG00000020869
ENSG00000019995.6,ENSRNOG00000017294,ENSMUSG00000030967
ENSG00000156170.14,ENSRNOG00000040040,ENSMUSG00000050323
ENSG00000175029.17,ENSRNOG00000017326,ENSMUSG00000030970
ENSG00000128512.24,ENSRNOG00000004823,ENSMUSG00000035954
ENSG00000108823.17,ENSRNOG00000003998,ENSMUSG00000001508
ENSG00000103355.14,ENSRNOG00000029279,ENSMUSG00000049620
ENSG00000077264.17,ENSRNOG00000004676,ENSMUSG00000031284
ENSG00000177200.18,ENSRNOG00000049302,ENSMUSG00000056608
ENSG00000224982.4,ENSRNOG00000053974,ENSMUSG00000079278
ENSG00000156172.6,ENSRNOG00000026672,ENSMUSG00000059482
ENSG00000111725.11,ENSRNOG00000001142,ENSMUSG00000029513
ENSG00000147408.16,ENSRNOG00000013024,ENSMUSG00000036356
ENSG00000172932.16,ENSRNOG00000028247,ENSMUSG00000005986
ENSG00000172421.10,ENSRNOG00000042255,ENSMUSG00000020690
ENSG00000089693.11,ENSRNOG00000016589,ENSMUSG00000030120
ENSG00000168291.13,ENSRNOG00000007895,ENSMUSG00000021748
ENSG00000215788.11,ENSRNOG00000021814,ENSMUSG00000024793
ENSG00000204694.13,ENSRNOG00000000765,ENSMUSG00000064121
ENSG00000122859.5,ENSRNOG00000024413,ENSMUSG00000044312
ENSG00000095787.26,ENSRNOG00000018698,ENSMUSG00000024283
ENSG00000184160.8,ENSRNOG00000009299,ENSMUSG00000045318
ENSG00000164112.14,ENSRNOG00000070831,ENSMUSG00000085007
ENSG00000011028.14,ENSRNOG00000006548,ENSMUSG00000020695
ENSG00000172830.13,ENSRNOG00000018878,ENSMUSG00000034616
ENSG00000147394.20,ENSRNOG00000051704,ENSMUSG00000031351
ENSG00000105607.13,ENSRNOG00000003307,ENSMUSG00000003809
ENSG00000114757.19,ENSRNOG00000011211,ENSMUSG00000027674
ENSG00000109320.14,ENSRNOG00000023258,ENSMUSG00000028163
ENSG00000120913.24,ENSRNOG00000008543,ENSMUSG00000022090
ENSG00000215021.10,ENSRNOG00000012999,ENSMUSG00000004264
ENSG00000112486.18,ENSRNOG00000012964,ENSMUSG00000040899
ENSG00000199031.1,ENSRNOG00000057453,ENSMUSG00000078035
ENSG00000179820.16,ENSRNOG00000053450,ENSMUSG00000068566
ENSG00000172613.8,ENSRNOG00000018729,ENSMUSG00000024824
ENSG00000146872.19,ENSRNOG00000006285,ENSMUSG00000020694
ENSG00000126583.12,ENSRNOG00000054371,ENSMUSG00000078816
ENSG00000120837.8,ENSRNOG00000010309,ENSMUSG00000020248
ENSG00000174938.15,ENSRNOG00000027098,ENSMUSG00000030683
ENSG00000156136.10,ENSRNOG00000003296,ENSMUSG00000029366
ENSG00000110697.13,ENSRNOG00000018553,ENSMUSG00000024851
ENSG00000135119.15,ENSRNOG00000001124,ENSMUSG00000032850
ENSG00000124762.14,ENSRNOG00000000521,ENSMUSG00000023067
ENSG00000178172.7,ENSRNOG00000013073,ENSMUSG00000055095
ENSG00000140326.13,ENSRNOG00000047427,ENSMUSG00000027284
ENSG00000248109.3,ENSRNOG00000067712,ENSMUSG00000110628
ENSG00000214510.10,ENSRNOG00000038793,ENSMUSG00000073551
ENSG00000255587.9,ENSRNOG00000001869,ENSMUSG00000064147
ENSG00000137168.8,ENSRNOG00000000523,ENSMUSG00000024007
ENSG00000102125.17,ENSRNOG00000053023,ENSMUSG00000009995
ENSG00000196800.7,ENSRNOG00000028902,ENSMUSG00000051050
ENSG00000198663.17,ENSRNOG00000000524,ENSMUSG00000052712
ENSG00000145777.15,ENSRNOG00000058856,ENSMUSG00000024379
ENSG00000145321.13,ENSRNOG00000003119,ENSMUSG00000035540
ENSG00000105605.8,ENSRNOG00000056257,ENSMUSG00000069806
ENSG00000134987.13,ENSRNOG00000027355,ENSMUSG00000038299
ENSG00000080824.19,ENSRNOG00000059714,ENSMUSG00000021270
ENSG00000142408.7,ENSRNOG00000057848,ENSMUSG00000053395
ENSG00000130433.8,ENSRNOG00000063051,ENSMUSG00000078815
ENSG00000197416.5,ENSRNOG00000038825,ENSMUSG00000027530
ENSG00000128881.18,ENSRNOG00000011059,ENSMUSG00000090100
ENSG00000164530.15,ENSRNOG00000000525,ENSMUSG00000024011
ENSG00000169223.16,ENSRNOG00000016161,ENSMUSG00000021484
ENSG00000171316.14,ENSRNOG00000006689,ENSMUSG00000041235
ENSG00000137409.21,ENSRNOG00000000527,ENSMUSG00000024012
ENSG00000189129.14,ENSRNOG00000011263,ENSMUSG00000095304
ENSG00000111596.14,ENSRNOG00000004909,ENSMUSG00000020166
ENSG00000170584.11,ENSRNOG00000060914,ENSMUSG00000020328
ENSG00000117625.14,ENSRNOG00000046445,ENSMUSG00000037395
ENSG00000119938.9,ENSRNOG00000018494,ENSMUSG00000067279
ENSG00000168772.12,ENSRNOG00000045764,ENSMUSG00000044365
ENSG00000152457.19,ENSRNOG00000015980,ENSMUSG00000026648
ENSG00000072571.20,ENSRNOG00000059894,ENSMUSG00000020330
ENSG00000186352.9,ENSRNOG00000031335,ENSMUSG00000050914
ENSG00000167797.8,ENSRNOG00000018391,ENSMUSG00000024856
ENSG00000078304.20,ENSRNOG00000004973,ENSMUSG00000017843
ENSG00000109775.11,ENSRNOG00000012087,ENSMUSG00000031634
ENSG00000174197.19,ENSRNOG00000006378,ENSMUSG00000033943
ENSG00000167791.14,ENSRNOG00000018339,ENSMUSG00000024857
ENSG00000180228.14,ENSRNOG00000011195,ENSMUSG00000002731
ENSG00000175895.5,ENSRNOG00000026662,ENSMUSG00000049969
ENSG00000166529.16,ENSRNOG00000039234,ENSMUSG00000037017
ENSG00000105643.11,ENSRNOG00000019009,ENSMUSG00000002910
ENSG00000136521.13,ENSRNOG00000011949,ENSMUSG00000027673
ENSG00000137193.14,ENSRNOG00000000529,ENSMUSG00000024014
ENSG00000180209.12,ENSRNOG00000017645,ENSMUSG00000030672
ENSG00000164896.21,ENSRNOG00000011667,ENSMUSG00000028959
ENSG00000172738.13,ENSRNOG00000046758,ENSMUSG00000079580
ENSG00000167173.19,ENSRNOG00000018689,ENSMUSG00000032300
ENSG00000205129.9,ENSRNOG00000038819,ENSMUSG00000071103
ENSG00000179902.13,ENSRNOG00000020307,ENSMUSG00000027886
ENSG00000112182.16,ENSRNOG00000006170,ENSMUSG00000040270
ENSG00000180917.18,ENSRNOG00000017102,ENSMUSG00000046441
ENSG00000105325.15,ENSRNOG00000004169,ENSMUSG00000020235
ENSG00000167792.13,ENSRNOG00000018117,ENSMUSG00000037916
ENSG00000143157.12,ENSRNOG00000032058,ENSMUSG00000040596
ENSG00000167377.19,ENSRNOG00000016971,ENSMUSG00000044676
ENSG00000140365.16,ENSRNOG00000018671,ENSMUSG00000032299
ENSG00000160781.17,ENSRNOG00000026059,ENSMUSG00000041423
ENSG00000085365.18,ENSRNOG00000061582,ENSMUSG00000021687
ENSG00000004939.16,ENSRNOG00000020951,ENSMUSG00000006574
ENSG00000058056.10,ENSRNOG00000030639,ENSMUSG00000056900
ENSG00000124496.13,ENSRNOG00000022598,ENSMUSG00000064043
ENSG00000185905.4,ENSRNOG00000016978,ENSMUSG00000045165
ENSG00000204311.15,ENSRNOG00000038165,ENSMUSG00000075267
ENSG00000174992.8,ENSRNOG00000016857,ENSMUSG00000049350
ENSG00000169851.16,ENSRNOG00000063828,ENSMUSG00000029108
ENSG00000167371.21,ENSRNOG00000029366,ENSMUSG00000045114
ENSG00000164342.14,ENSRNOG00000021726,ENSMUSG00000031639
ENSG00000055130.18,ENSRNOG00000005310,ENSMUSG00000029686
ENSG00000169299.14,ENSRNOG00000002185,ENSMUSG00000029171
ENSG00000112299.8,ENSRNOG00000016219,ENSMUSG00000037440
ENSG00000116095.11,ENSRNOG00000011830,ENSMUSG00000002733
ENSG00000132842.15,ENSRNOG00000010624,ENSMUSG00000021686
ENSG00000101871.18,ENSRNOG00000003613,ENSMUSG00000035299
ENSG00000013364.19,ENSRNOG00000020182,ENSMUSG00000030681
ENSG00000064961.19,ENSRNOG00000020601,ENSMUSG00000020232
ENSG00000132744.8,ENSRNOG00000017901,ENSMUSG00000024866
ENSG00000129514.8,ENSRNOG00000009284,ENSMUSG00000035451
ENSG00000135605.13,ENSRNOG00000002278,ENSMUSG00000029217
ENSG00000140398.14,ENSRNOG00000018577,ENSMUSG00000032298
ENSG00000143344.16,ENSRNOG00000002347,ENSMUSG00000026482
ENSG00000011114.15,ENSRNOG00000008598,ENSMUSG00000041702
ENSG00000173692.14,ENSRNOG00000017730,ENSMUSG00000026229
ENSG00000108309.14,ENSRNOG00000020970,ENSMUSG00000006575
ENSG00000197901.12,ENSRNOG00000018215,ENSMUSG00000024650
ENSG00000079616.14,ENSRNOG00000020281,ENSMUSG00000030677
ENSG00000139190.17,ENSRNOG00000019219,ENSMUSG00000030337
ENSG00000074966.11,ENSRNOG00000025925,ENSMUSG00000054892
ENSG00000007080.11,ENSRNOG00000018932,ENSMUSG00000007721
ENSG00000196549.13,ENSRNOG00000009514,ENSMUSG00000027820
ENSG00000175785.13,ENSRNOG00000008915,ENSMUSG00000041669
ENSG00000140400.18,ENSRNOG00000030654,ENSMUSG00000032295
ENSG00000140067.7,ENSRNOG00000048412,ENSMUSG00000096753
ENSG00000183397.6,ENSRNOG00000039861,ENSMUSG00000020234
ENSG00000188112.10,ENSRNOG00000015297,ENSMUSG00000034382
ENSG00000013306.16,ENSRNOG00000020994,ENSMUSG00000018677
ENSG00000116882.15,ENSRNOG00000019470,ENSMUSG00000027870
ENSG00000105701.16,ENSRNOG00000058359,ENSMUSG00000019428
ENSG00000109689.20,ENSRNOG00000002956,ENSMUSG00000039156
ENSG00000213719.8,ENSRNOG00000029682,ENSMUSG00000007041
ENSG00000182521.6,ENSRNOG00000033682,ENSMUSG00000061809
ENSG00000149452.16,ENSRNOG00000018086,ENSMUSG00000063796
ENSG00000119912.18,ENSRNOG00000016833,ENSMUSG00000056999
ENSG00000133958.14,ENSRNOG00000008728,ENSMUSG00000021198
ENSG00000142856.17,ENSRNOG00000009116,ENSMUSG00000028549
ENSG00000120278.17,ENSRNOG00000016011,ENSMUSG00000040624
ENSG00000138834.15,ENSRNOG00000033568,ENSMUSG00000024163
ENSG00000116396.15,ENSRNOG00000060988,ENSMUSG00000027895
ENSG00000163875.16,ENSRNOG00000009309,ENSMUSG00000028863
ENSG00000176896.9,ENSRNOG00000065918,ENSMUSG00000051224
ENSG00000161682.15,ENSRNOG00000021041,ENSMUSG00000034685
ENSG00000101901.13,ENSRNOG00000005753,ENSMUSG00000041718
ENSG00000005961.19,ENSRNOG00000022071,ENSMUSG00000034664
ENSG00000150093.20,ENSRNOG00000010966,ENSMUSG00000025809
ENSG00000255154.9,ENSRNOG00000063660,ENSMUSG00000023156
ENSG00000164334.16,ENSRNOG00000015834,ENSMUSG00000035420
ENSG00000170458.15,ENSRNOG00000017819,ENSMUSG00000051439
ENSG00000065882.18,ENSRNOG00000002180,ENSMUSG00000029174
ENSG00000038274.18,ENSRNOG00000003177,ENSMUSG00000042032
ENSG00000183032.12,ENSRNOG00000008931,ENSMUSG00000035472
ENSG00000131238.18,ENSRNOG00000012616,ENSMUSG00000028657
ENSG00000132254.13,ENSRNOG00000018440,ENSMUSG00000030881
ENSG00000275066.5,ENSRNOG00000053814,ENSMUSG00000034940
ENSG00000156030.14,ENSRNOG00000010653,ENSMUSG00000042507
ENSG00000136854.25,ENSRNOG00000015420,ENSMUSG00000026797
ENSG00000213139.8,ENSRNOG00000038355,ENSMUSG00000033501
ENSG00000113838.13,ENSRNOG00000026458,ENSMUSG00000004462
ENSG00000103196.12,ENSRNOG00000016752,ENSMUSG00000031825
ENSG00000180628.15,ENSRNOG00000018532,ENSMUSG00000024805
ENSG00000196511.15,ENSRNOG00000029922,ENSMUSG00000029735
ENSG00000171495.17,ENSRNOG00000042327,ENSMUSG00000022155
ENSG00000092096.19,ENSRNOG00000016414,ENSMUSG00000022199
ENSG00000154493.20,ENSRNOG00000027542,ENSMUSG00000030994
ENSG00000145192.13,ENSRNOG00000038370,ENSMUSG00000022868
ENSG00000169410.11,ENSRNOG00000017600,ENSMUSG00000032290
ENSG00000090512.12,ENSRNOG00000001806,ENSMUSG00000022871
ENSG00000174206.13,ENSRNOG00000028782,ENSMUSG00000053684
ENSG00000185306.13,ENSRNOG00000023824,ENSMUSG00000047642
ENSG00000153786.13,ENSRNOG00000017342,ENSMUSG00000031823
ENSG00000166340.18,ENSRNOG00000019212,ENSMUSG00000030894
ENSG00000199157.2,ENSRNOG00000035583,ENSMUSG00000065432
ENSG00000215991.1,ENSRNOG00000041381,ENSMUSG00000077928
ENSG00000092067.7,ENSRNOG00000014282,ENSMUSG00000052435
ENSG00000138315.13,ENSRNOG00000046365,ENSMUSG00000009654
ENSG00000006016.12,ENSRNOG00000020030,ENSMUSG00000007888
ENSG00000139865.17,ENSRNOG00000022791,ENSMUSG00000046782
ENSG00000138308.6,ENSRNOG00000046619,ENSMUSG00000009646
ENSG00000171680.23,ENSRNOG00000022694,ENSMUSG00000039713
ENSG00000146555.20,ENSRNOG00000001103,ENSMUSG00000039683
ENSG00000122884.13,ENSRNOG00000050655,ENSMUSG00000019916
ENSG00000169375.17,ENSRNOG00000032254,ENSMUSG00000042557
ENSG00000135709.14,ENSRNOG00000017431,ENSMUSG00000031824
ENSG00000138750.16,ENSRNOG00000002247,ENSMUSG00000034826
ENSG00000184575.12,ENSRNOG00000007088,ENSMUSG00000034667
ENSG00000006015.18,ENSRNOG00000019990,ENSMUSG00000058833
ENSG00000105696.9,ENSRNOG00000022432,ENSMUSG00000035964
ENSG00000153071.15,ENSRNOG00000028930,ENSMUSG00000022150
ENSG00000109184.15,ENSRNOG00000002152,ENSMUSG00000051674
ENSG00000140743.8,ENSRNOG00000017260,ENSMUSG00000030878
ENSG00000091181.20,ENSRNOG00000005954,ENSMUSG00000005364
ENSG00000185246.18,ENSRNOG00000004521,ENSMUSG00000035597
ENSG00000196678.14,ENSRNOG00000014673,ENSMUSG00000030929
ENSG00000007350.18,ENSRNOG00000055557,ENSMUSG00000031397
ENSG00000075891.24,ENSRNOG00000014253,ENSMUSG00000004231
ENSG00000175203.17,ENSRNOG00000025481,ENSMUSG00000025410
ENSG00000136261.16,ENSRNOG00000005096,ENSMUSG00000020547
ENSG00000239043.1,ENSRNOG00000055941,ENSMUSG00000087790
ENSG00000100442.11,ENSRNOG00000004629,ENSMUSG00000020949
ENSG00000163093.12,ENSRNOG00000007127,ENSMUSG00000063145
ENSG00000102897.10,ENSRNOG00000024530,ENSMUSG00000030922
ENSG00000204131.11,ENSRNOG00000037951,ENSMUSG00000079481
ENSG00000129534.14,ENSRNOG00000023093,ENSMUSG00000047534
ENSG00000135549.16,ENSRNOG00000000811,ENSMUSG00000019876
ENSG00000169306.11,ENSRNOG00000029663,ENSMUSG00000052372
ENSG00000132600.18,ENSRNOG00000000258,ENSMUSG00000060098
ENSG00000104892.17,ENSRNOG00000018101,ENSMUSG00000040714
ENSG00000165194.15,ENSRNOG00000003929,ENSMUSG00000051323
ENSG00000148680.16,ENSRNOG00000018827,ENSMUSG00000024798
ENSG00000239474.7,ENSRNOG00000007461,ENSMUSG00000075307
ENSG00000278053.5,ENSRNOG00000002612,ENSMUSG00000020677
ENSG00000136243.18,ENSRNOG00000010435,ENSMUSG00000048439
ENSG00000145934.17,ENSRNOG00000027341,ENSMUSG00000049336
ENSG00000168907.13,ENSRNOG00000008135,ENSMUSG00000046971
ENSG00000138399.18,ENSRNOG00000024335,ENSMUSG00000027086
ENSG00000157343.9,ENSRNOG00000000508,ENSMUSG00000024223
ENSG00000187790.12,ENSRNOG00000056721,ENSMUSG00000055884
ENSG00000000003.16,ENSRNOG00000003786,ENSMUSG00000067377
ENSG00000111667.14,ENSRNOG00000015409,ENSMUSG00000038429
ENSG00000176571.13,ENSRNOG00000056330,ENSMUSG00000073991
ENSG00000148584.16,ENSRNOG00000033195,ENSMUSG00000052595
ENSG00000104881.16,ENSRNOG00000025350,ENSMUSG00000040734
ENSG00000188993.4,ENSRNOG00000026585,ENSMUSG00000067206
ENSG00000196748.10,ENSRNOG00000038807,ENSMUSG00000024224
ENSG00000163069.13,ENSRNOG00000002135,ENSMUSG00000029156
ENSG00000137392.10,ENSRNOG00000000510,ENSMUSG00000024225
ENSG00000275410.6,ENSRNOG00000002598,ENSMUSG00000020679
ENSG00000153310.22,ENSRNOG00000061246,ENSMUSG00000022378
ENSG00000163071.11,ENSRNOG00000002120,ENSMUSG00000029155
ENSG00000105778.20,ENSRNOG00000013314,ENSMUSG00000029787
ENSG00000138398.17,ENSRNOG00000007673,ENSMUSG00000042133
ENSG00000197753.11,ENSRNOG00000022283,ENSMUSG00000062252
ENSG00000113600.12,ENSRNOG00000013736,ENSMUSG00000022149
ENSG00000067560.14,ENSRNOG00000050519,ENSMUSG00000007815
ENSG00000096063.16,ENSRNOG00000000511,ENSMUSG00000004865
ENSG00000166887.16,ENSRNOG00000008316,ENSMUSG00000027291
ENSG00000170782.3,ENSRNOG00000019600,ENSMUSG00000073897
ENSG00000179299.17,ENSRNOG00000025494,ENSMUSG00000029206
ENSG00000177646.20,ENSRNOG00000014178,ENSMUSG00000027710
ENSG00000134824.14,ENSRNOG00000020440,ENSMUSG00000024665
ENSG00000147206.17,ENSRNOG00000028751,ENSMUSG00000057000
ENSG00000117877.11,ENSRNOG00000016825,ENSMUSG00000047649
ENSG00000106003.14,ENSRNOG00000001250,ENSMUSG00000029570
ENSG00000132591.12,ENSRNOG00000010673,ENSMUSG00000020832
ENSG00000127329.16,ENSRNOG00000055293,ENSMUSG00000020154
ENSG00000104884.17,ENSRNOG00000017753,ENSMUSG00000030400
ENSG00000131187.11,ENSRNOG00000015139,ENSMUSG00000021492
ENSG00000154277.13,ENSRNOG00000002343,ENSMUSG00000029223
ENSG00000040275.17,ENSRNOG00000007292,ENSMUSG00000069910
ENSG00000182916.8,ENSRNOG00000037645,ENSMUSG00000079428
ENSG00000283819.1,ENSRNOG00000035647,ENSMUSG00000065401
ENSG00000185222.10,ENSRNOG00000034198,ENSMUSG00000042712
ENSG00000116977.19,ENSRNOG00000018046,ENSMUSG00000057554
ENSG00000166681.14,ENSRNOG00000028822,ENSMUSG00000046432
ENSG00000148459.16,ENSRNOG00000048849,ENSMUSG00000026784
ENSG00000173113.7,ENSRNOG00000064902,ENSMUSG00000038812
ENSG00000103978.17,ENSRNOG00000008455,ENSMUSG00000033808
ENSG00000137504.15,ENSRNOG00000018987,ENSMUSG00000051451
ENSG00000189108.14,ENSRNOG00000062221,ENSMUSG00000059203
ENSG00000136754.18,ENSRNOG00000031325,ENSMUSG00000058835
ENSG00000176842.16,ENSRNOG00000011180,ENSMUSG00000031737
ENSG00000174914.3,ENSRNOG00000030662,ENSMUSG00000075209
ENSG00000109118.14,ENSRNOG00000009566,ENSMUSG00000037791
ENSG00000132613.16,ENSRNOG00000017500,ENSMUSG00000033763
ENSG00000204767.4,ENSRNOG00000032329,ENSMUSG00000069911
ENSG00000123572.17,ENSRNOG00000008880,ENSMUSG00000052854
ENSG00000112679.15,ENSRNOG00000056376,ENSMUSG00000069255
ENSG00000109906.15,ENSRNOG00000029980,ENSMUSG00000066687
ENSG00000134516.20,ENSRNOG00000006932,ENSMUSG00000020143
ENSG00000106638.18,ENSRNOG00000046252,ENSMUSG00000005374
ENSG00000123561.15,ENSRNOG00000011081,ENSMUSG00000031271
ENSG00000126882.14,ENSRNOG00000023352,ENSMUSG00000050592
ENSG00000006611.17,ENSRNOG00000021149,ENSMUSG00000030838
ENSG00000097007.20,ENSRNOG00000047356,ENSMUSG00000026842
ENSG00000115750.17,ENSRNOG00000061415,ENSMUSG00000059669
ENSG00000182545.7,ENSRNOG00000010261,ENSMUSG00000021872
ENSG00000184730.12,ENSRNOG00000017403,ENSMUSG00000042759
ENSG00000258436.2,ENSRNOG00000042612,ENSMUSG00000068407
ENSG00000103647.13,ENSRNOG00000015257,ENSMUSG00000041729
ENSG00000172717.17,ENSRNOG00000028351,ENSMUSG00000056987
ENSG00000149922.12,ENSRNOG00000019771,ENSMUSG00000030699
ENSG00000106952.8,ENSRNOG00000048321,ENSMUSG00000028362
ENSG00000071127.18,ENSRNOG00000028498,ENSMUSG00000005103
ENSG00000137265.16,ENSRNOG00000061070,ENSMUSG00000021356
ENSG00000134317.18,ENSRNOG00000054989,ENSMUSG00000020656
ENSG00000041982.17,ENSRNOG00000058645,ENSMUSG00000028364
ENSG00000169704.5,ENSRNOG00000010015,ENSMUSG00000030054
ENSG00000167208.16,ENSRNOG00000014202,ENSMUSG00000031662
ENSG00000172780.17,ENSRNOG00000037768,ENSMUSG00000030055
ENSG00000153815.18,ENSRNOG00000013178,ENSMUSG00000034390
ENSG00000027697.16,ENSRNOG00000012074,ENSMUSG00000020009
ENSG00000100532.13,ENSRNOG00000010178,ENSMUSG00000055128
ENSG00000240682.10,ENSRNOG00000010021,ENSMUSG00000030056
ENSG00000170929.6,ENSRNOG00000006428,ENSMUSG00000054141
ENSG00000138604.10,ENSRNOG00000025372,ENSMUSG00000032252
